reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,cleaned_content,polarity,sentiment
a720a35c-2577-4b6b-bc5c-bc6d819e62a2,JAMAL EDDINE Eziati,"Lors de mon appel au service client, l’opératrice en question s’est adressée à moi d’une manière peu courtoise, sans le respect attendu dans un cadre professionnel. De plus, elle m’a interrompu à plusieurs reprises sans me laisser terminer mes explications, ce qui a rendu l’échange désagréable et inefficace.",1,3,1.8,2026-02-07 17:37:26,,,"lors de mon appel au service client, l opératrice en question s est adressée à moi d une manière peu courtoise, sans le respect attendu dans un cadre professionnel. de plus, elle m a interrompu à plusieurs reprises sans me laisser terminer mes explications, ce qui a rendu l échange désagréable et inefficace.",0.0,Neutre
8542e337-ab2d-4612-8c75-18204a9bb555,marraki meed,meilleures applications,5,0,1.8,2026-02-07 17:21:47,,,meilleures applications,0.53,Positif
36ba7a07-12cd-4490-b3de-187f3faa0d58,Med Amine Drimi (Doc Enima),"Chaque fois que j'essaie de régler une facture, |'application se ferme de manière inattendue. Cela empêche l'utilisation normale de l'application et nécessite une solution rapide",1,8,1.8,2026-02-07 16:19:09,,,"chaque fois que j'essaie de régler une facture, 'application se ferme de manière inattendue. cela empêche l'utilisation normale de l'application et nécessite une solution rapide",0.2425,Positif
334ad0c2-8e5a-4f0e-9813-1f4a98035a7c,Mustapha Ourha,l’app ne fonctionne pas,1,0,1.8,2026-02-06 23:45:19,,,l app ne fonctionne pas,0.0,Neutre
dfa87e34-fa7c-4bbf-86a8-bd37579e6bf4,Reda Oudghiri,"je sais pas pq l'application est elle bloqué, je peut pas payé ma facture, si jamais je click sur payé ma facture elle marque une erreur,",3,4,1.8,2026-02-06 22:34:12,,,"je sais pas pq l'application est elle bloqué, je peut pas payé ma facture, si jamais je click sur payé ma facture elle marque une erreur,",0.1,Neutre
fdba3bb5-cbea-4dfd-9bc1-402c4f3fb074,MedBen,on dépose notre argent et l'application ne fonctionne pas pour le paiement des factures,1,4,1.8,2026-02-06 15:06:48,,,on dépose notre argent et l'application ne fonctionne pas pour le paiement des factures,0.0,Neutre
5002d4c6-d429-4412-8130-f347498f6f1b,Adame Nori,l'application contient un beug quand je veux faire une paiement d'un facture aussi il forcé la fermeture,1,5,1.8,2026-02-06 13:11:15,,,l'application contient un beug quand je veux faire une paiement d'un facture aussi il forcé la fermeture,-0.4,Négatif
b65f9dc3-c8c6-46d8-bbe0-70d22dc9dbcb,Sarra Err,"a chaque fois je veux faire un paiement ça bloque et ce matin j'ai versé 100dh pour payer une facture orange mais a chaque fois je clique sûr paiement facture il me fait passer sur une page d'erreur, la je me trouve bloqué de faire le paiement et ça tient mon argent",1,8,1.8,2026-02-06 11:19:09,,,"a chaque fois je veux faire un paiement ça bloque et ce matin j'ai versé 100dh pour payer une facture orange mais a chaque fois je clique sûr paiement facture il me fait passer sur une page d'erreur, la je me trouve bloqué de faire le paiement et ça tient mon argent",0.1,Neutre
fd2f575d-5916-49e6-b2ad-7180cdc6e438,Ihab Boukssibi,"Le problème rencontré avec l'application est que chaque fois que j'essaie de régler une facture, l'application se ferme de manière inattendue. Cela empêche l'utilisation normale de l'application et nécessite une solution rapide",1,21,1.8,2026-02-06 02:22:53,,,"le problème rencontré avec l'application est que chaque fois que j'essaie de régler une facture, l'application se ferme de manière inattendue. cela empêche l'utilisation normale de l'application et nécessite une solution rapide",0.2425,Positif
978a96dd-e892-4ce0-937a-25f2709cb1ac,hakim zavarzine,j'ai rechargé le compte pour payer facture ça me sort une erreur j'essaye de faire un virement une erreur après je me retrouve avec 0 dh sur le compte c'est du vol,1,4,1.8,2026-02-05 15:15:47,,,j'ai rechargé le compte pour payer facture ça me sort une erreur j'essaye de faire un virement une erreur après je me retrouve avec 0 dh sur le compte c'est du vol,0.0,Neutre
3e59f4ca-acf9-487c-9c9e-02164aa696a0,Driss El Ouali el alami,top application,5,0,1.8,2026-02-05 14:10:28,,,top application,0.0,Neutre
32bb02a1-89a2-4448-ad42-7cf1593fa99c,Un utilisateur de Google,good,5,0,1.7,2026-02-05 10:42:36,,,good,0.0,Neutre
52ff978f-dd0b-4f02-b297-90ff757f8528,Reda Chouraki,je viens d'alimenter mon compte orange money mais ppur plus de 10 reprises ça se ferme automatiquement en accédant pour payer une facture ?? ya moyen de régler ce problème svp?,4,33,1.8,2026-02-05 00:25:06,,,je viens d'alimenter mon compte orange money mais ppur plus de 10 reprises ça se ferme automatiquement en accédant pour payer une facture ?? ya moyen de régler ce problème svp?,0.0625,Neutre
7676b313-ab71-4bab-b97a-8f78e9a481eb,Hajar Mohssine,top,5,0,1.7,2026-02-04 18:46:54,,,top,0.0,Neutre
134b2b59-cf0a-41cc-a404-5a694fa50336,LOKOS HAKOS59,"service toujours bloqué, service client joignable rapidement mais incompétent et limite mal poli selon la personne sur qui tu tombe. des heures au téléphone pour aucun résultat. trop nul",1,1,,2026-01-30 11:09:50,,,"service toujours bloqué, service client joignable rapidement mais incompétent et limite mal poli selon la personne sur qui tu tombe. des heures au téléphone pour aucun résultat. trop nul",-0.16666666666666666,Négatif
4c4d0f6b-dba1-48a3-8017-437ea249c677,Aouad Mohammed,r.a.s bien comme app,5,0,,2026-01-07 01:02:19,,,r.a.s bien comme app,0.0,Neutre
75e584b2-1ada-4823-b29a-b5371895fb3b,Saida Da,؟ ه.ا,1,0,1.7,2026-01-07 00:17:44,,,ه.ا,0.0,Neutre
d3fb3061-4689-4e37-80ee-26825fa60828,marwa Marwa,chi haja pas y0 CT de ce,1,0,,2026-01-05 19:04:15,,,chi haja pas y0 ct de ce,0.0,Neutre
c691df5a-f4f3-40af-a6ad-ff88891b65b9,Yassin Fhaissi,جيد,2,0,,2026-01-04 18:48:42,,,جيد,0.0,Neutre
4443024e-1a34-4fb2-86be-085b90530198,mohammed khlifi,"après avoir terminé l’inscription l’application ne fonctionne pas. Lors de la tentative de connexion au compte, un message indique que le code est incorrect, et après trois tentatives, le compte est bloqué",1,9,1.7,2026-01-02 17:56:20,,,"après avoir terminé l inscription l application ne fonctionne pas. lors de la tentative de connexion au compte, un message indique que le code est incorrect, et après trois tentatives, le compte est bloqué",0.0,Neutre
214ce5d6-70d3-4a33-8386-81542e9593fb,azzouzi azedine,أسوء تطبيق ...الكاش باك ديال 10٪ الي فاضحين بيه العالم ما كيتعطى غير مرة مرة ماشي دائما,1,0,1.7,2025-12-24 15:00:54,,,أسوء تطبيق ...الكاش باك ديال 10 الي فاضحين بيه العالم ما كيتعطى غير مرة مرة ماشي دائما,0.0,Neutre
9e43b22d-37d0-4187-b1c2-c31edb166fe2,maryam elattar,"Je ne recommande pas cette application. Je l’ai téléchargée à Casablanca et saisi un mot de passe, mais je n’ai plus pu y accéder malgré que le mot de passe soit correct. Ils ont promis de résoudre le problème, mais deux mois sont passés sans réponse. Ils ont pris mes informations puis m’ont ignoré.",1,89,1.7,2025-12-22 20:57:34,,,"je ne recommande pas cette application. je l ai téléchargée à casablanca et saisi un mot de passe, mais je n ai plus pu y accéder malgré que le mot de passe soit correct. ils ont promis de résoudre le problème, mais deux mois sont passés sans réponse. ils ont pris mes informations puis m ont ignoré.",0.05833333333333333,Neutre
c0e02b19-9972-44e4-bf9b-00ed1659e400,Khadija,"Bonsoir, je viens de payer un abonnement pour chahid, mais je n'ai pas accès à l'application, Svp , j'aimerais savoir pourquoi ? Merci",5,1,,2025-12-20 20:02:51,,,"bonsoir, je viens de payer un abonnement pour chahid, mais je n'ai pas accès à l'application, svp , j'aimerais savoir pourquoi ? merci",0.3,Positif
bf75e803-37ab-4ea1-96e6-6b57e29a7f81,farhane imade,عدم التوصل بالرسالة لفتح الحساب,1,0,1.7,2025-12-15 16:33:02,,,عدم التوصل بالرسالة لفتح الحساب,0.0,Neutre
4edc05ac-2c44-4e27-a287-dd742d58d9ae,Mariam Touhami,je ne recois pas de code SMS pour creer mon compte,2,0,1.7,2025-12-13 14:46:46,,,je ne recois pas de code sms pour creer mon compte,0.0,Neutre
ed510d89-131b-4deb-b606-61b2e765fffe,Salma El kraichi,لا يعمل,2,0,,2025-12-12 15:38:04,,,لا يعمل,0.0,Neutre
58cb019b-726d-4d51-9e96-96bb262a0ca7,Hassan Lyouga,magnifique,5,0,1.7,2025-12-11 10:01:17,,,magnifique,1.0,Positif
7860b79f-976c-4d3e-b87a-711e6c0730b1,yassir Ali,J'ai perdu mon solde et j'essaye de contacter le service clients personne ne reponds,1,0,1.7,2025-12-05 18:02:52,,,j'ai perdu mon solde et j'essaye de contacter le service clients personne ne reponds,-0.45,Négatif
15392f06-a689-4f1f-9a9a-62f23c1e6bae,Oussama Anas,برافوا,5,0,1.7,2025-12-04 19:48:09,,,برافوا,0.0,Neutre
e86c16e6-64d8-415d-9235-187e20f7007e,alami mohamed,impossible d'associé mon numéro,1,0,1.7,2025-12-03 21:01:11,,,impossible d'associé mon numéro,-0.5,Négatif
a0379095-6228-4970-ba2f-36957d89ef73,Ali Idrissi,l'application ne fonctionne pas,1,0,1.7,2025-12-02 18:19:55,,,l'application ne fonctionne pas,0.0,Neutre
1ff708be-e605-44ce-a93c-52d8cc3e3e7c,Mohamad Sahrawi,nice,5,0,1.7,2025-11-30 16:23:51,,,nice,0.0,Neutre
8af0cc47-c70c-4f55-9013-4cad2432a220,Mohamed Mortady,جربت الانخراط ولكن سرعان ما تم توقيفي من الدخول للحساب اتصلت ولكن بلا جدوى,5,0,1.7,2025-11-29 21:39:27,,,جربت الانخراط ولكن سرعان ما تم توقيفي من الدخول للحساب اتصلت ولكن بلا جدوى,0.0,Neutre
e91719e7-d627-46ec-b978-0ea10a51a53e,Abdou Haytam,good,5,0,1.7,2025-11-28 22:37:52,,,good,0.0,Neutre
06cd2529-33a8-47be-90c8-e9496b07c578,said zahir,merci beaucoup Orange .,5,0,1.7,2025-11-28 20:22:30,,,merci beaucoup orange .,0.15,Positif
5af5e93f-56e6-4f33-bca2-a8c3d8b39415,Yas Dsu (YO DesuYo),"Une étoile pour l'exclusion inexpliquée de la langue amazighe, langue officielle du pays et langue maternelle de millions de vos clients",1,0,,2025-11-27 23:32:41,,,"une étoile pour l'exclusion inexpliquée de la langue amazighe, langue officielle du pays et langue maternelle de millions de vos clients",0.0,Neutre
c14e6030-b553-42d2-825e-12b691f4bdd7,Elmoughafir Lahcen,super,5,0,1.7,2025-11-26 12:43:37,,,super,0.7,Positif
8a9c7541-bf7c-4b44-b8e9-30a477953ca2,Allal Figmir,électricien TST ...B et Mr.,5,0,,2025-11-19 04:26:27,,,électricien tst ...b et mr.,0.0,Neutre
767e594c-3dc7-4ed7-bd73-cffb59b4e6bf,Merouane Baallal,la création de compte et impossible,1,0,1.7,2025-11-12 14:25:20,,,la création de compte et impossible,-0.5,Négatif
9d2a061b-8710-4166-8746-9fac7e1d4888,Alaoui Youssef,"Bonne application pratique et utiles mais,on veut plus d'amélioration. surtout pour les favorites . chaque fois on doit saisir les références des factures!!!!! c pas pratique",5,153,1.7,2025-11-09 15:50:21,,,"bonne application pratique et utiles mais,on veut plus d'amélioration. surtout pour les favorites . chaque fois on doit saisir les références des factures!!!!! c pas pratique",0.34425455729166665,Positif
d63c39ac-8f4e-49a5-99ff-621c1085c942,Had ji,bonne aplication,5,0,,2025-11-09 12:03:02,,,bonne aplication,0.7,Positif
c0b3bb82-1dc1-41b0-a4ab-580cc45bdac9,Muhammad Zahir,not working,1,0,,2025-11-07 16:07:05,,,not working,0.0,Neutre
b21a9c62-a14a-4fb8-a78c-e7025dd01ff2,Bahije Aymane,+10% ça ce que j'aime,5,1,1.7,2025-11-01 09:42:39,,,10 ça ce que j'aime,0.6,Positif
403fc0ec-be57-4297-a7dd-09a023d2cfaa,Ed Fes,oki,5,0,1.7,2025-10-24 20:19:36,,,oki,0.0,Neutre
cf04cba3-6d4b-4180-8183-af4817dea4ca,Abdellah Boulhilat,احسن شركة,5,0,,2025-10-22 16:30:39,,,احسن شركة,0.0,Neutre
57550236-01ee-4c73-97f0-fd2b0daa9244,Yahya,fgto,5,0,,2025-10-22 16:30:15,,,fgto,0.0,Neutre
5a585a08-d3ab-4cfe-82f1-93731ff9afb0,Lhmoud Houssin,رائع,5,0,1.7,2025-10-12 01:25:14,,,رائع,0.0,Neutre
f6138e96-f742-4365-a981-eac782962e85,Aimée Lokake,"la connexion est stable, rapide",5,2,,2025-10-09 12:57:40,,,"la connexion est stable, rapide",0.16999999999999998,Positif
53abf1fa-e103-4d9a-b6f3-056cb3340885,samuel sam,ne fonctionne plus. impossible de faire mise a jour,1,0,,2025-10-02 17:30:33,,,ne fonctionne plus. impossible de faire mise a jour,-0.65,Négatif
2e015221-5566-410e-90ff-3925b30a6275,Mohamed El yamani,juh,5,0,1.7,2025-10-01 16:16:12,,,juh,0.0,Neutre
7eab528f-7526-4709-8e79-39a210c24036,El Mehdi Ziani,"Cette application n’est réellement utile que lorsqu’on bénéficie du cashback de 10 %. Malheureusement, ce cashback n’est pas accordé sur toutes les opérations et aucune possibilité de réclamation n’est prévue.",2,19,1.7,2025-09-27 08:46:22,,,"cette application n est réellement utile que lorsqu on bénéficie du cashback de 10 . malheureusement, ce cashback n est pas accordé sur toutes les opérations et aucune possibilité de réclamation n est prévue.",-0.05999999999999999,Neutre
86f227a7-fb9c-4d09-b17e-52b1101d5de7,chaGroui rachid,topppppppppppppppp,5,0,1.7,2025-09-20 20:09:50,,,topppppppppppppppp,0.0,Neutre
f28cdb59-62c1-4fd0-aa0e-a3e9d2c974bf,MOHAMED MOHAMED IAAGOUBI,Bonne,5,0,,2025-09-20 10:11:54,,,bonne,0.7,Positif
f3c7c105-ddb9-46e5-ac75-c3f955faa61d,Lkhiyat Bidro,tooooop,5,0,1.7,2025-09-16 15:31:17,,,tooooop,0.0,Neutre
52d2d953-5795-485c-baa6-fdaaf12766b7,ام زيد ام زيد,application ne marche plus mot de passe oublier jamais reçu le code par SMS sur mon numéro,1,1,1.5.8,2025-09-14 01:54:46,,,application ne marche plus mot de passe oublier jamais reçu le code par sms sur mon numéro,0.15,Positif
fac21973-6cfc-4783-9e46-f53a972d26db,mesi asis,excellent,4,0,1.7,2025-09-11 14:55:20,,,excellent,0.5,Positif
3ef7f55b-ecf9-470e-9969-0bfe1cfbc052,Mohamed,bon courage,5,0,,2025-09-10 17:44:28,,,bon courage,0.7,Positif
b6780874-4903-437b-a326-b3e6ac375c10,Castoc Td,"Je rencontre des difficultés pour accéder à mon compte, le système indiquant un numéro incorrect.",1,3,,2025-09-04 17:11:01,,,"je rencontre des difficultés pour accéder à mon compte, le système indiquant un numéro incorrect.",0.0,Neutre
1b18d76b-e645-461e-982f-103b166cc696,Ibnonajim,قيد التجربة,4,0,1.7,2025-09-01 08:47:37,,,قيد التجربة,0.0,Neutre
89cbb23e-d8ef-4a35-bdef-3b8e57bc91e3,Lamiaa Atmani,je n ai jamais créé de compte et il me demande un code secret j ai appelé le service il me dit que je ne peux pas avoir de compte,1,0,,2025-08-29 10:11:51,,,je n ai jamais créé de compte et il me demande un code secret j ai appelé le service il me dit que je ne peux pas avoir de compte,0.08,Neutre
2d140338-0c94-4190-bf5d-f2ded0d1b74e,Fahd El,inutile,1,0,,2025-08-24 18:39:53,,,inutile,-0.3,Négatif
ab44315b-193d-4858-89ea-04ff8f446ad6,Mohamed Bensahraoui,fantastique,5,0,1.7,2025-08-18 00:15:52,,,fantastique,1.0,Positif
b4b90aea-bbb2-4dae-bc74-ef7e0f982c65,Fouzi Abdelhak 2,"impossible de créer le compte avec 2 numéros différent. je reçois un message : erreur survenue lors de la création du compte, sur l'appli et sur sms.",1,206,1.7,2025-08-10 14:03:50,,,"impossible de créer le compte avec 2 numéros différent. je reçois un message erreur survenue lors de la création du compte, sur l'appli et sur sms.",-0.04999999999999999,Neutre
49c0b74c-bace-435e-a2ca-d9c7cdacd258,Abou Loukmane,bon service,5,0,1.7,2025-08-06 08:26:56,,,bon service,0.7,Positif
67383f10-d70f-43e0-bfe3-8291c07a4d79,mustapha targhount,كاين مشكل في أداء الفواتير كنتمنى تصلحو هذا المشكل,1,2,1.5.8,2025-08-03 14:39:24,,,كاين مشكل في أداء الفواتير كنتمنى تصلحو هذا المشكل,0.0,Neutre
5ed8739f-3825-419d-8996-b2a3e2b932bb,Mohamed Hsaini,"null , après un prélèvement de 15dh pour un virement vers mon compte bancaire, j'ai découvert que le transfert n'est pas instantané, donc à quoi sert les 15 dirhams si je dois attendre jusqu'à les jours soit ouvrable...",1,12,1.7,2025-07-26 18:02:49,,,"null , après un prélèvement de 15dh pour un virement vers mon compte bancaire, j'ai découvert que le transfert n'est pas instantané, donc à quoi sert les 15 dirhams si je dois attendre jusqu'à les jours soit ouvrable...",0.1,Neutre
406e2561-8d02-4fb9-aa7e-6d71276a9b29,Samia Miftah,تطبيق حقير و غبي إلى درجة ما ، تطبيق فاشل ، لا علاقة له بالتطبيق الذكي لإتصال و لا أنصح به,2,0,1.7,2025-07-17 15:59:03,,,تطبيق حقير و غبي إلى درجة ما تطبيق فاشل لا علاقة له بالتطبيق الذكي لإتصال و لا أنصح به,0.0,Neutre
5204de38-f9a1-470f-8d75-7139c3b7e581,abdelhamid eljaouhari,Excelente Application,5,0,1.7,2025-07-15 23:23:51,,,excelente application,0.0,Neutre
d98f9d77-eadd-4210-b389-a1fd53cebe79,Omar Galli,il manque facture SRM( BRANCHE ONEE),4,1,1.7,2025-07-12 20:41:09,,,il manque facture srm branche onee,0.0,Neutre
f65af064-8b7a-4b1e-8f67-f679ad500016,Hamou Ifounassen,c'est la meilleure,5,0,,2025-07-12 18:31:55,,,c'est la meilleure,0.53,Positif
1c60a02e-35f7-404b-88c9-c4a35f0f59f3,Mony Mony,"mauvais service pour transférer l'argent du wallet au compt bancaire il faut attendre longtemps plus que trois jours vraiment mauvaise expérience avec orange money je ne le recommande pas,🫤",1,105,1.7,2025-07-03 13:33:35,,,"mauvais service pour transférer l'argent du wallet au compt bancaire il faut attendre longtemps plus que trois jours vraiment mauvaise expérience avec orange money je ne le recommande pas,",-0.272,Négatif
ce07c807-4d0c-4dde-ba6f-88ff5b5c4926,Chocho Chichi,mauvais application😒,1,0,,2025-06-30 11:53:02,,,mauvais application,-0.71,Négatif
664332fc-4d38-495b-9364-b1728d884040,Merwan Mohamed,changer la recharge de moi,5,0,,2025-06-30 02:48:11,,,changer la recharge de moi,0.0,Neutre
bd085ffe-ed73-4865-a9db-7719105dc1b4,Mouna Benzakour,excellant,5,0,1.6,2025-06-27 17:39:41,,,excellant,0.0,Neutre
cce7f7eb-6bf8-429d-9e8f-aaa08efe6df1,bijouterie zino,merci beaucoup,5,0,,2025-06-20 09:35:19,,,merci beaucoup,0.2,Positif
333dcdf7-c3d2-4b65-a75b-872af68a26fb,Ahmed Lamharhar,non fonctionne pas,1,0,1.6,2025-06-13 09:09:38,,,non fonctionne pas,-0.01,Neutre
9e688e93-60d5-49c6-80b1-921cf7532369,abdelouahed hajji,cooooool,5,0,1.6,2025-06-12 14:18:58,,,cooooool,0.0,Neutre
02785b4b-6b5f-414c-aa79-f41bb466b3dc,Yasin Hamid,tres tres bon,5,0,,2025-06-10 17:00:48,,,tres tres bon,1.0,Positif
845fa788-f8fc-4a07-97d9-4920f949a06e,maroua elharmouki,Bien,5,0,1.5.7,2025-06-09 19:03:36,,,bien,0.0,Neutre
518703cd-8448-4943-9220-ac252b061f8d,Oujj Lahcen,pas tout à fait,3,0,1.5.7,2025-06-09 17:53:24,,,pas tout à fait,-0.11,Négatif
dd51b9b8-7e1a-4811-9705-4a9ab609fecc,elmostapha khallati,bonne application,5,0,1.6,2025-06-08 18:30:23,,,bonne application,0.7,Positif
5ee2c7a5-f0e0-438e-90ad-b4d7c6d80dcf,hamza Gamh,"Sur les 4 factures de mes lignes orange que j'ai réglé, je n'ai eu 10% de cash back que pour une seule.. ce qui n'est pas normal.",1,81,1.6,2025-06-07 17:28:02,,,"sur les 4 factures de mes lignes orange que j'ai réglé, je n'ai eu 10 de cash back que pour une seule.. ce qui n'est pas normal.",-0.06166666666666667,Neutre
1a8c8e35-99d7-4460-a6c0-c9c791420573,Ali Benchikh,j'adoré,5,0,,2025-06-05 22:56:53,,,j'adoré,0.5,Positif
c9c4536b-7a4e-4046-a6ae-595f069b3071,Jamal Agadir (Agadir ifolkin),bien,5,1,1.6,2025-06-05 17:10:58,,,bien,0.0,Neutre
9d46b468-7762-431e-abcc-48edda87cc29,Mohamed EL AMRAOUI,"Bonsoir , très bonne Application , ça fonctionne facilement même à l'étranger . Mais dernièrement on ne peut pas payer les factures d'électricité et d'eau ( SRM ORIENTAL ) . On souhaite régler le problème technique ou une mise à jour . Merci Bcp . Bon courage .",5,404,1.6,2025-06-04 01:40:04,,,"bonsoir , très bonne application , ça fonctionne facilement même à l'étranger . mais dernièrement on ne peut pas payer les factures d'électricité et d'eau srm oriental . on souhaite régler le problème technique ou une mise à jour . merci bcp . bon courage .",0.3,Positif
97629f00-5b46-4362-be26-3155c974e440,mostafa aafir,très bonne application merci,5,0,,2025-06-03 14:06:19,,,très bonne application merci,0.65,Positif
b93c6350-f8ee-44e9-bb46-dd6d7ff700c5,You Ben,Bien,4,0,,2025-06-03 11:06:57,,,bien,0.0,Neutre
a7f3e542-b2c1-4370-864a-9ebc5a2501da,Mohammed Kassi,erreur de mise a jour,5,1,1.5.8,2025-06-03 11:02:37,,,erreur de mise a jour,0.0,Neutre
db9cbf73-b772-4c87-a26b-c2bddf330689,abdelali rezzouk,application bloquée après installation. elle affiche toujours mise a jour disponible...,1,21,1.5.8,2025-06-03 11:01:05,,,application bloquée après installation. elle affiche toujours mise a jour disponible...,0.1,Neutre
d6731135-d460-4780-a5ac-3e3dc99a464e,abdelkarim saoud,Très important,5,1,,2025-06-03 10:54:36,,,très important,0.8,Positif
66a20663-be79-47dd-9ec7-a5db295c3e0b,khalid lerhrissi,ne fonctionne pas la mis à jour svp,5,1,,2025-06-03 10:42:53,,,ne fonctionne pas la mis à jour svp,0.0,Neutre
7adcdac4-077b-446f-a558-f665b5e25246,Kadd Adnan,"très bonne application, bonne continuation et merci.",5,103,1.5.8,2025-06-03 09:37:16,,,"très bonne application, bonne continuation et merci.",0.6666666666666666,Positif
